,apt_name,address
55188,한영해시안,자양동 858
55495,에피소드1,군자동 355-5
55662,현대(힐탑),군자동 100-2
55810,신호빌라트,자양동 591-12
56683,(20-3),화양동 20-3
56810,파크타운,구의동 665
57015,강변힐하우스,구의동 596-1
57585,아스하임,화양동 17-16
59055,이수브라운스톤,제기동 252
59059,안암골벽산,제기동 153
59060,경동미주,제기동 892-68
59061,전농SK,전농동 10
59063,전농우성,전농동 6
59066,전농동신성미소지움,전농동 687
59079,동서울한양,답십리동 41
59080,동답한신,답십리동 42
59081,우성그린,답십리동 989-1
59083,답십리청솔우성,답십리동 80
59089,청계벽산메가트리움,답십리동 999
59091,답십리대우,답십리동 111
59095,삼희,답십리동 530-5
59098,신답극동,답십리동 464-1
59100,신답경남,답십리동 645-8
59103,답십리한화,답십리동 994
59123,르메이에르장안타운6차,장안동 342-3
59124,장안힐스테이트,장안동 329-2
59125,형인허브빌102동(417-11),장안동 417-11
59126,삼성래미안1(354),장안동 354-2
59127,장안현대홈타운(336),장안동 336
59128,장안동신일해피트리,장안동 568
59129,비젼101동(455-1),장안동 455-1
59130,우성2차(334-6),장안동 334-6
59131,장안동파크뷰,장안동 302-2
59132,현대(95-1),장안동 95-1
59133,상록파라브,장안동 440-1
59134,르미에르장안타운5차,장안동 335-8
59135,SM이로빌4차(455-5),장안동 455-5
59136,형인허브빌2차(566),장안동 566
59137,대명이룸(565-0),장안동 565
59139,공감대6차(384-1),장안동 384-1
59140,래미안장안2차(329-3),장안동 329-3
59145,신부파스카(563),장안동 563
59147,방원예뜨랑,장안동 556
59149,신일해피트리2차(567),장안동 567
59155,삼성쉐르빌(371-1),장안동 371-1
59156,현대홈타운2차,장안동 569
59157,르메이에르1차(344-1),장안동 344-1
59158,제이슨현대리노빌102동(350-6),장안동 350-6
59160,제이슨현대리노빌103동,장안동 350-5
59161,새한그린빌(306-10),장안동 306-10
59162,동재(A동),장안동 241-13
59163,장한평월드메르디앙,장안동 573
59166,공감대(380-1),장안동 380-1
59167,SM이로빌3차(358-18),장안동 358-18
59168,형인허브빌(450-4),장안동 450-4
59169,은하수드림필,장안동 572
59171,신부파스카(319-2),장안동 319-2
59172,SM이로빌4차(455-4),장안동 455-4
59176,장안동공감대(375-11),장안동 375-11
59177,형인허브빌3차(561),장안동 561
59186,푸른마을(284-3),장안동 284-3
59190,홍릉동부,청량리동 212
59197,청량리신주,청량리동 205-755
59201,신현대,회기동 65
59207,주공2,휘경동 57
59208,휘경베스트빌현대,휘경동 52
59214,동양1차,휘경동 115
59215,휘경미소지움,휘경동 106
59217,휘경동일하이빌,휘경동 365
59220,효자워너빌,휘경동 264-2
59230,동일스위트리버,휘경동 366
59233,동양2차,휘경동 117
59237,동성,휘경동 308-110
59245,이문삼성래미안아파트,이문동 425
59246,래미안이문2차,이문동 311
59266,동성네스트빌2,제기동 274-21
59283,전농동삼성래미안,전농동 155
59310,청솔2차우성,답십리동 80-2
59346,정은스카이빌101동,장안동 327
59347,현대홈타운3차,장안동 571
59348,흥해오크팰리스(576-0),장안동 576
59350,르메이에르장안타운II(342-11),장안동 342-11
59353,한신(555-1),장안동 555-1
59354,장안평2차월드메르디앙,장안동 575
59358,이한센토빌(410-13),장안동 410-13
59362,정은스카이빌201동,장안동 347-8
59374,화성(401-1),장안동 401-1
59378,(해오름),장안동 400-3
59386,우성3차(562),장안동 562
59388,르메이에르장안타운3차,장안동 337-3
59396,신일해피트리1차(564),장안동 564
59409,공감대2차(375-7),장안동 375-7
59410,성림(390-5),장안동 390-5
59413,대성하이빌(A동),장안동 169-48
59418,신부파스카(313-7),장안동 313-7
59430,현대코아,청량리동 738
59434,서울가든,휘경동 49-5
59499,청계천대성스카이렉스1,신설동 109-13
59502,청계천대성스카이렉스2,용두동 255-66
59517,홍파,제기동 120-10
59526,청우,제기동 1158-10
59619,클래식타워,답십리동 493-5
59637,태양,답십리동 465-2
59680,SM해그린,장안동 309-6
59681,비젼103동(454-1),장안동 454-1
59685,제이슨(339-7),장안동 339-7
59687,정은101동(332-2),장안동 332-2
59690,(326-10),장안동 326-10
59692,아인리베,장안동 310-5
59695,형인허브빌101동(417-3),장안동 417-3
59699,동재(B동),장안동 241-8
59729,청솔브레싱(A동)(400-1),장안동 400-1
59744,공감대4차(334-5),장안동 334-5
59746,장안SM드림빌(360-2),장안동 360-2
59749,공감대(378-3),장안동 378-3
59807,동일스카이시티3차,회기동 60-223
59932,두산베어스타워,용두동 138-41
59933,청재제일타운,용두동 785
59966,전농동하우스토리,전농동 32-4
59981,세화,전농동 103-22
60094,르메이에르7차(313-8),장안동 313-8
60155,비젼(437-2),장안동 437-2
60162,금호(444-9),장안동 444-9
60213,동일스카이씨티,회기동 65-81
60214,동일스카이시티2차,회기동 60-230
60319,신설동역대우아이빌1,용두동 236-1
60324,공성,제기동 892-65
60334,동성네스트빌(1158-17),제기동 1158-17
60377,우창프라자,답십리동 494-2
60417,서광아침의빛,장안동 577
60457,한일(424-1),장안동 424-1
60485,유엔팰리스(131-1),장안동 131-1
60673,SM해그린(362-7),장안동 362-7
60678,제이슨(360-7),장안동 360-7
60720,선일크라시아,장안동 344-5
60722,청원파크빌,장안동 570
60731,상그레빌,청량리동 949
60842,공감대(440-12),장안동 440-12
60856,가야써니빌(373-7),장안동 373-7
60882,월드아파트,휘경동 108-4
60917,장안예원(418-4),장안동 418-4
60927,경남하이빌,장안동 578
60982,천강(332-6),장안동 332-6
61001,이문동웰츠타워,이문동 292-10
61002,이문2차푸르지오,이문동 427
61010,효성트럼프,제기동 134-73
61022,리치,장안동 385-2
61143,신이문 금호어울림,이문동 428
61167,퍼시픽하우스44차,전농동 209-44
61208,J.S,장안동 455-10
61215,대성하이빌(B동),장안동 169-54
61222,장안동우성4차,장안동 463-10
61257,회기아파트(347-7),회기동 347-7
61300,롯데캐슬피렌체,용두동 790
61352,은하수드림빌,장안동 579
61376,제이슨현대리모빌101동(350-7),장안동 350-7
61417,삼보스위트홈,이문동 264-368
61541,(아이엔에스새터),장안동 404-13
61712,흥해오크팰리스(440-5),장안동 440-5
61863,베스트빌(417-10),장안동 417-10
62096,신부파스카(319-3),장안동 319-3
62101,SM이로빌5차(312-7),장안동 312-7
62566,청솔브레싱(B동)(400-9),장안동 400-9
62687,그랜드힐,제기동 1158-18
62728,비젼102동(454-2),장안동 454-2
62931,SM이로빌(350-11),장안동 350-11
63063,상록파라브2차,장안동 440-2
63217,정암(363-11),장안동 363-11
63480,선경이노블,장안동 346-11
63535,장안트윈A(306-8),장안동 306-8
63568,동성네스트빌,제기동 1158-6
63840,월드캐슬,제기동 1158-25
63999,한신휴플러스그린파크,답십리동 1001
64182,상록파라브3차,장안동 440-3
64346,청계한신휴플러스,답십리동 1002
64495,서안팰리스,용두동 235-30
64700,리채,용두동 29-1
64801,대성장안애캐슬,장안동 346-9
64897,주함해븐아파트,신설동 8-1
64950,래미안엘파인아파트,답십리동 1000
65177,래미안 허브리츠,용두동 792
65334,상록파라브아파트105동,장안동 440-7
65528,금성아파트,장안동 93-128
65810,장안위더스빌,장안동 580
65841,휘경센트레빌,휘경동 367
65934,삼현 팰리체,장안동 333-5
66137,장안뉴시티,장안동 372-5
66249,홍해오크펠리스 3차,장안동 582
66404,회기힐스테이트,회기동 351
66540,대성 유니드아파트,이문동 429
66650,한강훼미리,장안동 381-3
66729,홈-스타,용두동 102-172
66871,태솔타운,장안동 344-8
66894,삼성힐,용두동 138-52
66940,태솔타워,장안동 364-9
67109,래미안아름숲,전농동 688
67139,청계 지웰,답십리동 498-7
67165,일성트루엘,장안동 581
67813,N&amp;S파크타운,장안동 346-28
68027,화성(311-6),장안동 311-6
68343,코지언레지던스,장안동 345-10
68523,베라체캠퍼스,회기동 346-18
69364,태솔에버빌,장안동 312-8
69475,용두아파트,용두동 39-446
69577,우정(344-11),장안동 344-11
69603,우성5차에비뉴,장안동 583
69667,주성아우라,이문동 254-40
69760,센시티16,답십리동 488-18
69794,형인휴아름101동,장안동 584
69851,장안푸르미에,장안동 466-5
70170,브라운스톤휘경,휘경동 368
70604,한양아이클래스,용두동 112-8
70616,어진재,제기동 1213
70685,서희스타힐스,장안동 365-4
70701,장안트윈B(306-13),장안동 306-13
70902,태솔타운3차,장안동 367-11
71060,제이드파크(382-2),장안동 382-2
71518,래미안위브,답십리동 178
72342,래미안 크레시티,전농동 690
72948,태솔에버빌3차,장안동 383-11
72965,태솔에버빌2차,장안동 383-10
73033,휘경,휘경동 43-66
73203,청계푸르지오시티,답십리동 497-23
73447,롯데캐슬리치,용두동 794
73543,씨티빌라트,전농동 103-340
75122,(89-38),신설동 89-38
76219,현대썬앤빌601,장안동 373-3
76875,372-9,장안동 372-9
77598,스타파크아파트,장안동 456-8
77599,청솔아파트B동,장안동 372-16
77757,투니온,이문동 256-2
78984,어반넥서스,제기동 1158-40
79226,태솔아파트1차,장안동 382-5
79364,동대문푸르지오시티(도심형생활주택),용두동 104-3
79673,휘경 제이스카이 아파트,휘경동 369
79994,양지쉐르빌아파트(415-1),장안동 415-1
80031,가우디캐슬(374-9),장안동 374-9
80341,가우디캐슬,장안동 415-14
80496,현대썬앤빌청계,답십리동 530-15
80501,한일노벨리아,답십리동 494-1
80506,태솔아파트2차,장안동 346-2
80543,월튼파크뷰(342-21),장안동 342-21
80589,늘푸른동아,면목동 715
80590,마젤란21,면목동 1531
80591,남청파인힐(101동),면목동 1526
80592,용마금호타운,면목동 494
80593,용마한신,면목동 1077-1
80594,미래한건아파트 101동,면목동 136-77
80596,리치카운티,면목동 1505
80601,한건브리앙,면목동 88-52
80604,면목동금호어울림아파트,면목동 1528
80606,신우,면목동 1518
80607,형진,면목동 1512
80614,온세솔내움,면목동 1524
80620,면목동2차미소지움아파트,면목동 1530
80624,성원상떼빌,면목동 1515
80628,두산4,면목동 1522
80632,면목삼익,면목동 1516
80635,용마동아,면목동 1499
80639,포인트아트빌비동,면목동 142-8
80643,태영데시앙1,상봉동 497
80644,한일써너스빌,상봉동 81-5
80645,동부아파트,상봉동 495
80647,"엘지, 쌍용아파트",상봉동 484
80651,우정아파트,상봉동 496
80653,건영1,상봉동 1
80654,건영2차아파트,상봉동 63
80657,풍산쉐르빌 101동,상봉동 226-20
80662,한신1차,중화동 450
80663,태능에셈빌,중화동 314-1
80669,청광플러스원,중화동 453
80672,동구햇살,중화동 452
80673,미영리치타운,중화동 207-14
80680,한영(101),중화동 274-51
80689,현대아이파크,묵동 385
80690,신내대림,묵동 20
80692,신내,묵동 13
80693,백운,묵동 122-146
80699,신안3,묵동 384
80701,극동늘푸른,묵동 379
80702,세방,묵동 383
80704,브라운스톤태릉,묵동 387
80707,신안1,묵동 381
80708,한국,묵동 378
80714,늘봄,묵동 168-4
80722,리치빌,묵동 177-12
80726,염광,망우동 178-80
80727,청광,망우동 575
80730,신원,망우동 573
80731,백림금호,망우동 574
80732,동성3,신내동 618
80733,신내6대주,신내동 650
80734,신내9진흥,신내동 657
80737,신내아트빌,신내동 450-1
80745,신내11대명,신내동 661
80746,동성7,신내동 797
80748,동성4,신내동 591
80758,라이프미성,신내동 487
80774,화성,신내동 656
80776,동성타워프라자,신내동 786
80787,진로,신내동 654
80794,동성1,신내동 397
80809,건영2차,신내동 785
80815,광남,신내동 799
80833,용마한신2,면목동 1073
80835,대원칸타빌,면목동 581
80836,형제,면목동 1278
80846,면목삼호101,면목동 1513
80852,용마산금호어울림,면목동 1525
80859,세모하이츠(B),면목동 132-64
80869,신성,면목동 1519
80881,승일카이저,면목동 151-4
80892,두산2,면목동 1510
80904,두산3,면목동 1511
80912,해동 훼미리,상봉동 210-2
80922,정우아파트,상봉동 269-7
80926,금강산아파트,상봉동 494
80930,동성네스트빌 1동,상봉동 32-1
80940,강오(B동),중화동 307-6
80941,현대휴앤미,중화동 11
80943,청원다미소,중화동 286-22
80952,한영(104),중화동 274-77
80959,한영(102),중화동 274-75
80983,신안2,묵동 382
80992,신도,묵동 167
81001,정은스카이빌,묵동 154-18
81002,신도브래뉴,묵동 169-10
81007,예아아트월드,망우동 133-15
81010,금호어울림(580),망우동 580
81013,월드101,망우동 508-50
81014,예성그린캐슬,망우동 577
81016,금호어울림(580-1),망우동 580-1
81019,예성그린캐슬2차,망우동 401-21
81020,해오름102동,망우동 508-11
81027,월드크라운,신내동 616-1
81037,석탑,신내동 787
81049,월드,신내동 493-158
81087,영풍마드레빌,신내동 801
81116,우남푸르미아,신내동 802
81125,풍림,면목동 1514
81144,두산6,면목동 1501
81149,세모하이츠(A),면목동 132-63
81180,두산1,면목동 1500
81190,삼일,면목동 499-42
81210,두원,면목동 1521
81222,동성네스트빌101,면목동 1339-2
81249,풍산쉐르빌 102동,상봉동 226-25
81278,태영데시앙2(1411동),상봉동 498
81289,건영캐스빌,상봉동 499
81301,e-푸른 가동,상봉동 136-11
81309,한국프라우드,상봉동 74
81318,강오(A동),중화동 307-76
81322,현대휴앤미(102동),중화동 11-7
81344,미영리치타운103,중화동 207-12
81346,한솔e(B동),중화동 19-3
81398,세원,묵동 377
81404,공감대,묵동 171-4
81419,풍산쉐르빌,묵동 184-20
81438,신도2,묵동 380
81455,주영,망우동 184-13
81461,용마프라자,망우동 572
81465,천보,망우동 494-17
81472,한울네세창,망우동 579
81480,한진해모로,망우동 578
81500,다우훼밀리,신내동 796
81516,동광오뜨빌,신내동 800
81547,경원,신내동 449-1
81558,조호그레이스,신내동 492-5
81564,대성유니트,신내동 803
81590,동성5,신내동 788
81630,원당,신내동 408-2
81736,우정,면목동 138-15
81737,세모,면목동 91-58
81787,SG타워,상봉동 128-10
81824,연합파크빌,중화동 331-64
81848,풀내음(A동),묵동 58-1
81901,문수해오름,묵동 174-9
81940,진명,망우동 460-26
82107,동일스카이씨티(37차),면목동 1286-1
82108,일신강변,면목동 1520
82246,가야써니빌,망우동 576
82353,한강훼미리(138-62),면목동 138-62
82372,한강훼미리(138-28),면목동 138-28
82374,공감대(390-24),면목동 390-24
82378,포인트아트빌에이동,면목동 142-64
82416,대성웰빙,묵동 172-3
82454,개나리,망우동 213-3
82543,다울101동,면목동 178-50
82613,신천빌리지,신내동 495-42
82635,솔루테아파트,면목동 1523
82673,한일써너스빌리젠시1단지,망우동 479
82768,효산센터빌,묵동 391
82783,미랜드프래임빌(101동),상봉동 115-31
82804,효성,면목동 177-56
82845,동서그랜드맨션,면목동 174-1
82853,강호,면목동 624-5
82886,산솔트윈,망우동 461-12
82960,태창네스트빌,묵동 389
83003,성진리버타운,면목동 408-5
83008,주함해븐,면목동 91-15
83016,동일,면목동 376-5
83025,공감대(390-1),면목동 390-1
